step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
121,,,3.760962724685669,,,,,,,,,,,,0.0,1.0,,0.0,4.57401704788208,5.216474533081055,5.222963809967041,,,,,,,
122,,,3.813352346420288,,,,,,,,,,,,0.0,1.0,,0.0,4.09229040145874,5.211657524108887,5.222963809967041,,,,,,,
123,,,3.9723689556121826,,,,,,,,,,,,0.0,1.0,,0.0,4.11505651473999,5.21188497543335,5.222963809967041,,,,,,,
124,,,4.039541721343994,,,,,,,,,,,,0.0,1.0,,0.0,4.125349998474121,5.2119879722595215,5.222963809967041,,,,,,,
125,,,3.566311836242676,,,,,,,,,,,,0.0,1.0,,0.0,4.1862874031066895,5.212597370147705,5.222963809967041,,,,,,,
126,,,3.6651384830474854,,,,,,,,,,,,0.0,1.0,,0.0,4.031315326690674,5.211047649383545,5.222963809967041,,,,,,,
127,,,3.4064297676086426,,,,,,,,,,,,0.0,1.0,,0.0,3.995798349380493,5.210692405700684,5.222963809967041,,,,,,,
128,,,3.2911338806152344,,,,,,,,,,,,0.0,1.0,,0.0,4.437245845794678,5.215106964111328,5.222963809967041,,,,,,,
129,,,3.28932523727417,,,,,,,,,,,,0.0,1.0,,0.0,4.107621192932129,5.21181058883667,5.222963809967041,,,,,,,
130,,,3.130594491958618,,,,,,,,,,,,0.0,1.0,,0.0,3.7671315670013428,5.208405494689941,5.222963809967041,,,,,,,
